,loss,accuracy,val_loss,val_accuracy
0,5.470728874206543,0.007478005718439817,5.013336658477783,0.008904719725251198
1,5.0503082275390625,0.006158357951790094,4.934774875640869,0.011576135642826557
2,4.938116073608398,0.014662756584584713,4.74006986618042,0.020926089957356453
3,4.779408931732178,0.016129031777381897,4.566084384918213,0.021816562861204147
4,4.604562282562256,0.025953078642487526,4.373227119445801,0.041852179914712906
5,4.46212100982666,0.034457478672266006,4.1235671043396,0.06990204751491547
6,4.25358772277832,0.05542521923780441,3.749131679534912,0.11887800693511963
7,3.9962735176086426,0.0794721394777298,3.4901621341705322,0.14648263156414032
8,3.764474391937256,0.10615836083889008,3.3498401641845703,0.1901157647371292
9,3.5870890617370605,0.13108503818511963,3.0410056114196777,0.23642030358314514
10,3.424032688140869,0.14941349625587463,2.8463973999023438,0.28762245178222656
11,3.280031204223633,0.1712609976530075,2.766413450241089,0.29118433594703674
12,3.209207534790039,0.1832844614982605,2.6173255443573,0.3276936709880829
13,3.127110719680786,0.20000000298023224,2.6246321201324463,0.3339269757270813
14,3.048485517501831,0.21539589762687683,2.5445668697357178,0.33793410658836365
15,2.935175657272339,0.23929618299007416,2.3633499145507812,0.3762243986129761
16,2.8531436920166016,0.25322580337524414,2.3273940086364746,0.38780054450035095
17,2.829113006591797,0.2579178810119629,2.214428424835205,0.4109528064727783
18,2.717634916305542,0.2765395939350128,2.1054372787475586,0.43499556183815
19,2.645113945007324,0.29296186566352844,2.1094319820404053,0.43811219930648804
20,2.617349624633789,0.3039589524269104,1.9972139596939087,0.4728406071662903
21,2.5252578258514404,0.31759530305862427,1.912634015083313,0.48486196994781494
22,2.5087504386901855,0.32624632120132446,1.8883166313171387,0.5097951889038086
23,2.4975552558898926,0.328005850315094,1.835986852645874,0.5164737105369568
24,2.3915135860443115,0.34956011176109314,1.8141512870788574,0.5120213627815247
25,2.3860795497894287,0.3587976396083832,1.7198644876480103,0.5480855107307434
26,2.3402764797210693,0.3675953149795532,1.7406036853790283,0.5347284078598022
27,2.307692289352417,0.37008798122406006,1.7277495861053467,0.5378450751304626
28,2.265721082687378,0.37829911708831787,1.584529995918274,0.564113974571228
29,2.202838659286499,0.4005865156650543,1.6904757022857666,0.5480855107307434
30,2.1780030727386475,0.4000000059604645,1.5691754817962646,0.5792520046234131
31,2.135388135910034,0.40762463212013245,1.537243127822876,0.5903828740119934
32,2.0851078033447266,0.41700878739356995,1.423699975013733,0.6148709058761597
33,2.064174175262451,0.4321114420890808,1.4503790140151978,0.6121994853019714
34,2.060533046722412,0.43504399061203003,1.3867201805114746,0.641139805316925
35,2.038290023803711,0.4302052855491638,1.3995692729949951,0.6157613396644592
36,1.9514058828353882,0.45483872294425964,1.31463623046875,0.6300088763237
37,1.9237834215164185,0.46304985880851746,1.3031346797943115,0.6415850520133972
38,1.8886568546295166,0.47580644488334656,1.3211696147918701,0.6478183269500732
39,1.8804816007614136,0.4733137786388397,1.2653099298477173,0.6589492559432983
40,1.8718458414077759,0.4693548381328583,1.2478848695755005,0.6562778353691101
41,1.876534342765808,0.4785923659801483,1.2582166194915771,0.6522706747055054
42,1.8321921825408936,0.48152491450309753,1.2019991874694824,0.6642920970916748
43,1.7973875999450684,0.49648094177246094,1.1649038791656494,0.6847729086875916
44,1.7328617572784424,0.5041055679321289,1.116432785987854,0.6923419237136841
45,1.7296009063720703,0.507624626159668,1.125523567199707,0.6967942714691162
46,1.6999305486679077,0.5174486637115479,1.128911018371582,0.6954585909843445
47,1.6967610120773315,0.5158357620239258,1.039405107498169,0.7301869988441467
48,1.6352529525756836,0.5344575047492981,1.015762209892273,0.7177203893661499
49,1.5859209299087524,0.538563072681427,0.9474056363105774,0.7426536083221436
50,1.608512282371521,0.5378299355506897,0.9703382253646851,0.7230632305145264
51,1.5448256731033325,0.5555718541145325,0.9433012008666992,0.7373107671737671
